TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
94.30000000000001,Debit,Branch,57.0,Doctor,57.0,1.0,11088.95,0
295.5,Debit,ATM,59.0,Retired,36.0,1.0,6280.66,0
30.230000000000018,Debit,ATM,44.0,Doctor,99.0,1.0,481.1300000000001,0
112.05000000000001,Credit,ATM,26.0,Student,159.0,1.0,1122.8799999999997,1
180.24,Debit,Branch,58.0,Engineer,144.0,1.0,8431.23,0
13.70999999999998,Credit,Online,38.0,Engineer,148.0,1.0,8342.79,0
96.54000000000002,Debit,Branch,58.0,Retired,95.0,1.0,7182.22,0
79.35,Debit,Online,67.0,Retired,70.0,1.0,1692.15,0
101.04000000000002,Debit,ATM,27.0,Student,160.0,1.0,1695.5699999999997,1
74.42000000000002,Debit,Online,49.0,Engineer,68.0,1.0,6264.21,0
39.66,Debit,Branch,52.0,Engineer,169.0,1.0,8497.34,0
99.36000000000001,Debit,ATM,40.0,Doctor,46.0,1.0,1272.12,0
123.85,Debit,Online,56.0,Engineer,244.0,1.0,3959.62,0
426.93,Debit,ATM,19.0,Student,248.0,1.0,476.1899999999996,2
133.73,Credit,Online,25.0,Student,123.0,1.0,1872.2200000000003,1
222.39,Debit,Online,49.0,Engineer,73.0,1.0,3117.39,0
215.94,Credit,Online,22.0,Student,140.0,1.0,1841.69,1
6.300000000000011,Debit,Branch,80.0,Retired,283.0,5.0,7697.68,0
826.23,Debit,ATM,29.0,Doctor,209.0,1.0,7580.59,0
416.37,Debit,Online,35.0,Engineer,67.0,1.0,7936.91,0
131.46,Debit,Branch,67.0,Retired,258.0,1.0,6642.33,0
202.86,Credit,Branch,61.0,Doctor,149.0,1.0,7642.25,0
268.39,Debit,ATM,26.0,Student,171.0,1.0,136.73999999999978,1
194.85,Debit,Online,23.0,Student,130.0,4.0,319.84000000000015,1
137.35,Credit,Online,40.0,Doctor,220.0,1.0,12662.66,0
712.75,Debit,Branch,44.0,Doctor,25.0,1.0,8126.06,0
353.82,Debit,ATM,42.0,Doctor,143.0,1.0,705.75,0
507.25,Debit,Branch,73.0,Retired,143.0,1.0,5331.57,0
212.74,Debit,Branch,27.0,Engineer,128.0,1.0,7645.47,0
364.42,Debit,ATM,51.0,Engineer,146.0,1.0,8119.73,0
195.12,Debit,ATM,46.0,Doctor,144.0,1.0,6101.15,0
230.61,Debit,Branch,80.0,Retired,204.0,1.0,2561.42,0
739.28,Credit,Branch,58.0,Doctor,47.0,1.0,11905.64,0
390.35,Credit,ATM,64.0,Doctor,61.0,1.0,7095.88,0
242.03,Debit,Online,58.0,Engineer,124.0,1.0,4382.73,0
242.39,Credit,ATM,18.0,Student,271.0,1.0,1328.73,1
135.03,Debit,ATM,23.0,Student,180.0,1.0,1278.0,1
83.5,Debit,Branch,61.0,Retired,91.0,5.0,1749.79,0
193.54,Debit,Branch,80.0,Retired,267.0,1.0,2929.51,0
617.36,Debit,Branch,29.0,Engineer,61.0,1.0,8926.38,0
775.23,Credit,Online,59.0,Doctor,38.0,1.0,5977.59,0
266.57,Debit,ATM,72.0,Retired,100.0,1.0,7676.92,0
153.4,Debit,ATM,45.0,Engineer,144.0,1.0,4657.7,0
913.49125,Debit,Branch,53.0,Retired,251.0,1.0,5579.11,0
5.1200000000000045,Debit,Branch,34.0,Engineer,90.0,1.0,3293.01,0
119.11000000000001,Debit,ATM,57.0,Engineer,131.0,1.0,7998.25,0
913.49125,Debit,Online,24.0,Student,147.0,1.0,1093.8900000000003,2
119.72,Debit,Branch,30.0,Engineer,123.0,1.0,3435.34,0
107.4,Debit,Online,58.0,Doctor,32.0,1.0,344.0699999999997,0
115.92000000000002,Debit,ATM,53.0,Retired,57.0,1.0,3897.17,0
438.04,Debit,ATM,67.0,Retired,247.0,1.0,5358.95,0
677.29,Debit,Online,27.0,Engineer,287.0,1.0,627.79,0
296.0,Debit,Branch,35.0,Doctor,248.0,1.0,7418.82,0
299.09,Credit,Branch,36.0,Engineer,84.0,1.0,5615.26,0
461.52,Credit,Branch,24.0,Student,44.0,1.0,1995.1800000000003,2
100.51999999999998,Debit,ATM,50.0,Engineer,110.0,1.0,453.3900000000003,0
85.35,Debit,ATM,66.0,Retired,166.0,1.0,2173.76,0
79.75999999999999,Debit,Branch,39.0,Engineer,170.0,1.0,6452.14,0
778.49,Credit,Online,75.0,Retired,107.0,1.0,7713.67,0
386.38,Debit,Online,42.0,Engineer,135.0,1.0,5528.36,0
165.25,Debit,Online,35.0,Doctor,106.0,1.0,9939.94,0
14.29000000000002,Debit,ATM,34.0,Engineer,150.0,1.0,7016.99,0
232.79,Credit,Branch,55.0,Retired,145.0,1.0,2661.3,0
913.49125,Credit,Branch,60.0,Engineer,159.0,1.0,9410.17,0
92.29000000000002,Debit,Branch,54.0,Engineer,115.0,1.0,2026.3199999999997,0
293.97,Debit,Branch,68.0,Retired,153.0,1.0,7371.85,0
136.32,Debit,Online,19.0,Student,113.0,1.0,264.8299999999999,1
251.06,Debit,Online,36.0,Doctor,34.0,1.0,10001.66,0
50.170000000000016,Credit,ATM,77.0,Retired,35.0,1.0,7752.14,0
21.399999999999977,Debit,Branch,34.0,Engineer,258.0,1.0,9594.11,0
73.28,Debit,Branch,21.0,Student,20.999999999999986,1.0,1329.4099999999999,1
70.23000000000002,Debit,ATM,38.0,Doctor,260.0,1.0,11624.93,0
689.29,Debit,ATM,22.0,Student,100.0,1.0,168.84000000000015,2
745.03,Debit,Online,28.0,Student,231.0,1.0,160.5699999999997,2
54.610000000000014,Debit,ATM,58.0,Engineer,160.0,1.0,7135.64,0
54.05000000000001,Debit,Branch,27.0,Student,146.0,1.0,469.1400000000003,1
107.47,Debit,Online,67.0,Retired,144.0,1.0,7517.5,0
611.11,Debit,ATM,20.0,Student,282.0,4.0,919.8400000000001,1
219.63,Debit,ATM,48.0,Doctor,44.0,1.0,8013.63,0
188.7,Debit,Branch,54.0,Retired,123.0,1.0,5077.06,0
93.51999999999998,Debit,Online,51.0,Engineer,97.0,1.0,2791.2,0
275.92,Credit,Branch,62.0,Retired,107.0,1.0,1777.38,0
376.79,Debit,Branch,68.0,Retired,265.0,1.0,7749.14,0
8.980000000000018,Debit,Online,66.0,Retired,56.0,1.0,4516.76,0
697.32,Debit,Online,68.0,Retired,91.0,1.0,2016.02,0
17.44999999999999,Debit,ATM,18.0,Student,88.0,1.0,1959.52,1
302.16,Debit,Online,80.0,Retired,138.0,5.0,3876.61,0
442.74,Debit,Branch,23.0,Student,136.0,1.0,1790.27,2
623.9,Debit,ATM,27.0,Student,249.0,1.0,711.4700000000003,2
445.41,Debit,ATM,35.0,Doctor,235.0,3.0,12154.66,0
63.41,Debit,ATM,26.0,Student,36.0,1.0,1546.2200000000003,1
346.85,Debit,ATM,44.0,Doctor,88.0,1.0,7208.15,0
71.94999999999999,Credit,Online,59.0,Engineer,53.0,1.0,9267.32,0
7.5,Debit,Online,63.0,Retired,36.0,1.0,6485.78,0
206.46,Debit,ATM,65.0,Retired,279.0,1.0,3984.38,0
423.11,Debit,ATM,60.0,Engineer,47.0,1.0,412.77999999999975,0
35.84,Credit,Online,54.0,Retired,172.0,1.0,4795.65,0
88.6,Credit,Branch,28.0,Student,105.0,1.0,246.5699999999997,1
913.49125,Debit,ATM,18.0,Student,168.0,1.0,1058.1300000000006,2
53.81,Credit,ATM,55.0,Engineer,37.0,2.0,2564.62,0
22.45999999999998,Debit,Online,54.0,Retired,78.0,1.0,6631.5,0
334.89,Debit,Online,21.0,Student,260.0,1.0,1661.6800000000003,1
319.27,Credit,Online,54.0,Retired,59.0,1.0,5504.01,0
144.3,Debit,ATM,18.0,Student,88.0,1.0,312.1899999999996,1
348.7,Credit,Branch,69.0,Retired,149.0,1.0,2445.58,0
366.21,Debit,ATM,62.0,Doctor,181.0,1.0,10862.99,0
99.11000000000001,Debit,Online,55.0,Retired,12.0,1.0,5414.87,0
539.35,Debit,ATM,55.0,Retired,127.0,1.0,3919.44,0
188.99,Debit,Branch,58.0,Engineer,92.0,1.0,7315.34,0
913.49125,Debit,ATM,46.0,Engineer,58.0,1.0,3740.73,0
710.14,Debit,ATM,26.0,Student,227.0,1.0,465.6300000000001,2
308.68,Debit,Online,53.0,Doctor,170.0,1.0,9992.36,0
166.68,Debit,ATM,57.0,Retired,139.0,1.0,5141.19,0
0.9900000000000091,Debit,ATM,45.0,Engineer,133.0,1.0,4317.85,0
505.19,Debit,ATM,30.0,Doctor,128.0,5.0,5326.68,0
66.57999999999998,Debit,Branch,23.0,Student,79.0,1.0,1636.3199999999997,1
223.43,Debit,Branch,77.0,Retired,178.0,1.0,7932.41,0
659.95,Debit,Online,60.0,Engineer,114.0,1.0,3927.69,0
634.86,Debit,ATM,27.0,Student,45.0,1.0,588.5,2
286.5,Credit,Branch,30.0,Engineer,60.0,1.0,8517.95,0
322.96,Credit,Branch,76.0,Retired,168.0,1.0,2401.59,0
654.48,Debit,Branch,19.0,Student,114.0,1.0,6776.41,2
157.96999999999997,Debit,Branch,48.0,Doctor,140.0,1.0,5529.92,0
120.9,Debit,Branch,40.0,Doctor,52.0,1.0,9009.42,0
254.77,Debit,Branch,57.0,Engineer,57.0,1.0,5994.87,0
795.96,Debit,Online,65.0,Retired,119.0,1.0,5468.58,0
149.25,Debit,ATM,39.0,Engineer,142.0,1.0,5677.52,0
3.420000000000016,Credit,Online,43.0,Doctor,158.0,1.0,14180.21,0
68.19,Credit,Online,40.0,Doctor,189.0,1.0,9895.1,0
493.42,Debit,Branch,39.0,Engineer,111.0,1.0,2232.84,0
37.56999999999999,Debit,ATM,57.0,Retired,42.0,1.0,7739.54,0
127.0,Credit,Branch,19.0,Student,68.0,5.0,431.15999999999985,1
96.88999999999999,Debit,ATM,59.0,Retired,53.0,1.0,6044.93,0
448.33,Debit,ATM,25.0,Student,161.0,1.0,922.1900000000005,2
913.49125,Debit,ATM,51.0,Engineer,55.0,1.0,447.52999999999975,0
8.649999999999977,Debit,Online,48.0,Doctor,273.0,1.0,10778.35,0
65.57,Debit,Online,41.0,Engineer,82.0,1.0,7513.79,0
539.81,Debit,Online,46.0,Engineer,177.0,1.0,2051.25,0
363.53,Debit,ATM,63.0,Retired,142.0,1.0,1038.9099999999994,0
64.9,Credit,Branch,51.0,Retired,72.0,1.0,6854.61,0
358.18,Debit,ATM,18.0,Student,157.0,1.0,619.8599999999997,1
167.2,Debit,Branch,30.0,Doctor,84.0,1.0,11320.83,0
121.91,Debit,Branch,60.0,Doctor,133.0,1.0,14510.8,0
137.57,Debit,Online,54.0,Engineer,70.0,1.0,5103.67,0
534.62,Debit,Online,55.0,Doctor,45.0,1.0,13793.53,0
463.92,Debit,Online,50.0,Engineer,199.0,1.0,2403.39,0
320.14,Debit,Online,60.0,Retired,96.0,1.0,3075.97,0
214.93,Debit,Online,28.0,Student,52.0,1.0,7835.4,0
660.02,Debit,Branch,20.0,Student,84.0,1.0,414.4300000000003,2
345.81,Debit,Branch,40.0,Engineer,135.0,1.0,6116.8,0
143.54,Debit,ATM,71.0,Retired,80.0,1.0,6067.62,0
42.55000000000001,Debit,Branch,53.0,Engineer,29.0,1.0,7341.43,0
913.49125,Credit,Online,21.0,Student,128.0,1.0,1240.71,2
541.79,Debit,ATM,22.0,Student,125.0,1.0,1454.08,2
40.56999999999999,Debit,Branch,26.0,Student,63.0,1.0,1476.9099999999999,1
120.24000000000001,Debit,Branch,18.0,Student,131.0,2.0,1943.13,1
498.67,Debit,Online,28.0,Student,244.0,1.0,1719.9700000000003,2
227.22,Debit,ATM,53.0,Doctor,220.0,1.0,832.8199999999997,0
913.49125,Debit,Online,30.0,Engineer,34.0,1.0,7696.16,0
56.94,Credit,Online,76.0,Retired,74.0,1.0,7004.63,0
629.82,Debit,ATM,68.0,Retired,159.0,1.0,6385.69,0
59.44,Debit,Online,35.0,Engineer,176.0,1.0,5472.03,0
186.69,Debit,Branch,30.0,Engineer,54.0,1.0,8602.22,0
230.46,Debit,Online,19.0,Student,179.0,1.0,162.52999999999975,1
65.09,Credit,Online,44.0,Engineer,159.0,1.0,9370.9,0
457.09,Credit,Online,55.0,Engineer,63.0,1.0,8570.82,0
552.02,Credit,ATM,44.0,Engineer,100.0,1.0,522.0799999999999,0
377.12,Debit,ATM,34.0,Engineer,61.0,1.0,836.6700000000001,0
204.56,Credit,Branch,18.0,Student,179.0,1.0,364.72000000000025,1
420.28,Debit,Branch,35.0,Doctor,144.0,1.0,8557.32,0
97.09,Debit,ATM,24.0,Student,202.0,4.0,1579.5699999999997,1
124.59,Debit,Branch,27.0,Student,171.0,1.0,129.28999999999996,1
73.88,Debit,Online,39.0,Doctor,34.0,1.0,6474.41,0
77.43,Debit,Online,21.0,Student,169.0,1.0,1380.21,1
106.16,Debit,ATM,56.0,Doctor,277.0,4.0,7487.79,0
245.93,Debit,Branch,54.0,Engineer,172.0,1.0,7986.63,0
622.41,Debit,ATM,64.0,Doctor,125.0,1.0,7322.01,0
43.72999999999999,Debit,ATM,34.0,Doctor,145.0,1.0,9929.43,0
913.49125,Debit,Branch,19.0,Student,68.0,1.0,1830.98,2
2.0299999999999727,Credit,ATM,33.0,Engineer,28.0,1.0,3012.31,0
770.65,Debit,Online,31.0,Doctor,137.0,1.0,7198.8,0
260.31,Debit,Branch,63.0,Doctor,113.0,1.0,10980.38,0
356.1,Credit,Branch,26.0,Student,187.0,1.0,868.3500000000004,1
27.069999999999993,Credit,Branch,80.0,Retired,39.0,1.0,3773.29,0
119.88999999999999,Debit,ATM,67.0,Doctor,60.0,1.0,6697.77,0
106.38999999999999,Debit,Online,37.0,Doctor,281.0,1.0,9410.99,0
12.04000000000002,Debit,Online,37.0,Engineer,58.0,1.0,6213.32,0
365.7,Debit,Branch,21.0,Student,115.0,2.0,368.77999999999975,1
29.379999999999995,Credit,Branch,28.0,Student,63.0,1.0,1663.31,1
319.85,Debit,ATM,60.0,Doctor,148.0,1.0,711.6599999999999,0
350.14,Credit,Online,75.0,Retired,38.0,1.0,2403.25,0
163.94,Credit,Branch,52.0,Retired,73.0,1.0,5957.37,0
170.53,Debit,Branch,24.0,Student,58.0,1.0,801.0100000000002,1
262.22,Credit,ATM,40.0,Engineer,136.0,1.0,5711.71,0
41.49000000000001,Debit,Online,24.0,Student,13.000000000000014,1.0,928.3299999999999,1
121.43,Credit,Branch,52.0,Engineer,243.0,1.0,7365.28,0
350.46,Debit,Branch,51.0,Retired,165.0,1.0,5839.38,0
220.41,Credit,Online,26.0,Engineer,155.0,1.0,5116.98,0
33.46000000000001,Debit,ATM,72.0,Retired,111.0,1.0,3641.07,0
104.79000000000002,Debit,ATM,70.0,Doctor,223.0,1.0,1352.19,0
246.27,Debit,Online,29.0,Doctor,141.0,1.0,7299.86,0
48.849999999999994,Debit,ATM,19.0,Student,176.0,1.0,1503.56,1
332.0,Debit,ATM,69.0,Retired,17.0,1.0,5943.13,0
118.1,Debit,Online,54.0,Engineer,167.0,1.0,895.6599999999999,0
84.59,Credit,Branch,67.0,Doctor,10.0,1.0,5669.1,0
295.64,Debit,Online,21.0,Student,82.0,1.0,1061.96,1
514.33,Debit,Branch,25.0,Student,160.0,1.0,1592.94,2
913.49125,Debit,ATM,43.0,Doctor,169.0,1.0,6215.96,0
94.59,Debit,Online,39.0,Doctor,34.0,1.0,6171.89,0
80.43,Debit,Branch,59.0,Retired,157.0,1.0,5987.67,0
54.25,Debit,Online,68.0,Doctor,37.0,1.0,14783.33,0
178.88,Credit,Branch,76.0,Retired,93.0,4.0,4708.29,0
518.85,Debit,Online,22.0,Student,82.0,1.0,1806.0,2
10.649999999999977,Debit,Online,54.0,Doctor,161.0,1.0,13240.719999999998,0
198.62,Credit,Branch,27.0,Student,84.0,1.0,1196.0699999999997,1
107.03,Debit,Branch,27.0,Student,73.0,1.0,1408.0699999999997,1
139.57,Debit,ATM,19.0,Student,263.0,3.0,271.77999999999975,1
312.47,Debit,ATM,49.0,Engineer,148.0,4.0,9419.27,0
346.11,Debit,Branch,41.0,Engineer,213.0,1.0,9551.64,0
138.06,Debit,Branch,44.0,Engineer,159.0,1.0,1070.4700000000007,0
158.02,Debit,ATM,49.0,Engineer,120.0,1.0,9374.24,0
830.01,Credit,Online,66.0,Retired,96.0,1.0,4253.18,0
435.5,Debit,ATM,55.0,Retired,112.0,1.0,6981.03,0
110.49000000000001,Debit,Online,57.0,Doctor,47.999999999999986,1.0,10483.93,0
329.4,Debit,Online,34.0,Doctor,68.0,1.0,9588.07,0
635.4,Debit,ATM,47.0,Doctor,106.0,1.0,1238.1099999999997,0
769.97,Debit,Branch,22.0,Student,23.0,1.0,1244.9300000000003,2
175.07,Debit,Branch,26.0,Student,169.0,1.0,1040.25,1
7.310000000000002,Debit,Branch,78.0,Retired,282.0,1.0,5757.67,0
175.15,Debit,ATM,27.0,Student,32.0,1.0,1712.65,1
32.53999999999999,Debit,Online,25.0,Student,183.0,4.0,1544.88,1
121.82,Debit,Online,60.0,Doctor,119.0,1.0,13293.829999999998,0
56.120000000000005,Debit,ATM,30.0,Doctor,102.0,1.0,8839.67,0
424.7,Credit,Online,56.0,Retired,178.0,1.0,6239.89,0
35.16,Debit,Branch,32.0,Engineer,130.0,1.0,8459.18,0
35.72999999999999,Debit,Branch,65.0,Doctor,87.0,1.0,9073.17,0
3.4399999999999977,Debit,ATM,78.0,Retired,108.0,1.0,7561.33,0
913.49125,Credit,Branch,21.0,Student,235.0,1.0,694.0299999999997,2
139.03,Credit,Online,50.0,Engineer,81.0,1.0,2276.57,0
254.92,Credit,ATM,28.0,Engineer,169.0,1.0,2791.12,0
115.11000000000001,Debit,Online,28.0,Engineer,139.0,1.0,9808.97,0
171.11,Debit,ATM,57.0,Retired,171.0,1.0,6324.09,0
168.54,Debit,ATM,70.0,Doctor,142.0,2.0,13406.0,0
420.76,Debit,Branch,51.0,Retired,76.0,1.0,6581.55,0
408.46,Debit,Branch,64.0,Retired,28.0,1.0,3140.79,0
913.49125,Credit,Online,30.0,Doctor,45.0,1.0,10357.26,0
342.17,Credit,Branch,21.0,Student,247.0,1.0,461.8299999999999,1
580.71,Debit,ATM,53.0,Engineer,95.0,1.0,5670.0,0
821.54,Credit,Branch,79.0,Retired,36.0,1.0,4040.32,0
253.47,Debit,Branch,20.0,Student,238.0,1.0,220.51000000000022,1
22.810000000000002,Debit,Online,62.0,Retired,75.0,1.0,3634.76,0
266.57,Credit,Online,39.0,Engineer,96.0,1.0,7180.48,0
374.61,Credit,Online,75.0,Retired,37.0,1.0,1389.71,0
339.35,Credit,ATM,78.0,Retired,70.0,1.0,5002.7,0
810.3600000000001,Debit,ATM,20.0,Student,67.0,1.0,9239.12,0
9.829999999999984,Debit,ATM,24.0,Student,86.0,1.0,666.4200000000001,1
135.57,Credit,Branch,51.0,Doctor,116.0,1.0,11351.64,0
340.05,Debit,ATM,43.0,Engineer,37.0,1.0,7234.15,0
283.45,Debit,Branch,27.0,Engineer,127.0,1.0,2049.51,0
100.99000000000001,Debit,ATM,68.0,Doctor,114.0,1.0,8865.27,0
90.88,Debit,Branch,18.0,Student,176.0,1.0,3908.47,1
655.15,Debit,ATM,26.0,Engineer,264.0,1.0,5587.44,0
320.55,Debit,Online,50.0,Engineer,118.0,1.0,438.75,0
41.50999999999999,Debit,Online,28.0,Student,47.999999999999986,1.0,609.6000000000004,1
71.53,Credit,Branch,68.0,Retired,39.0,1.0,2393.73,0
467.13,Credit,Branch,54.0,Retired,45.0,1.0,3914.84,0
235.4,Debit,Branch,28.0,Student,70.0,1.0,818.3599999999997,1
159.32,Debit,Branch,18.0,Student,100.0,1.0,304.4399999999996,1
50.829999999999984,Credit,Online,30.0,Doctor,47.999999999999986,1.0,9553.42,0
56.889999999999986,Credit,Branch,59.0,Engineer,56.0,1.0,3034.67,0
20.21999999999997,Debit,ATM,43.0,Engineer,138.0,1.0,5515.32,0
50.400000000000006,Debit,Branch,36.0,Doctor,84.0,1.0,1677.0100000000002,0
73.88,Debit,Branch,53.0,Retired,131.0,1.0,4055.55,0
119.61000000000001,Debit,ATM,33.0,Doctor,53.0,1.0,9899.94,0
913.49125,Debit,Branch,18.0,Student,129.0,1.0,756.7399999999998,2
116.57999999999998,Debit,Branch,43.0,Engineer,247.0,1.0,2620.74,0
913.49125,Debit,ATM,30.0,Doctor,161.0,1.0,11090.24,0
391.96,Debit,ATM,64.0,Retired,79.0,1.0,2174.16,0
156.26,Credit,Branch,46.0,Engineer,160.0,1.0,7854.1,0
427.0,Credit,Branch,49.0,Engineer,163.0,1.0,8253.65,0
443.68,Debit,ATM,18.0,Student,137.0,1.0,874.1499999999996,2
101.75999999999999,Debit,Branch,31.0,Doctor,26.0,1.0,6043.25,0
67.57,Debit,Branch,37.0,Engineer,107.0,1.0,2766.12,0
326.29,Debit,Online,56.0,Engineer,179.0,1.0,8171.26,0
158.56,Debit,ATM,33.0,Doctor,100.0,1.0,5401.21,0
56.02000000000001,Debit,Online,27.0,Student,142.0,1.0,3548.02,1
288.28,Debit,Online,27.0,Student,36.0,1.0,160.82999999999993,1
245.67,Credit,Branch,24.0,Student,107.0,1.0,752.25,1
152.18,Credit,Online,39.0,Engineer,176.0,4.0,2459.84,0
114.35,Credit,Branch,41.0,Engineer,20.999999999999986,1.0,469.1199999999999,0
373.27,Credit,Online,61.0,Doctor,79.0,1.0,8441.61,0
504.63,Debit,Online,60.0,Engineer,168.0,1.0,3806.16,0
126.22,Debit,ATM,46.0,Engineer,77.0,4.0,6133.41,0
820.1500000000001,Debit,Branch,47.0,Doctor,181.0,1.0,8802.97,0
913.49125,Credit,Online,68.0,Doctor,127.0,1.0,14881.77,0
8.370000000000005,Debit,ATM,63.0,Retired,135.0,1.0,1106.3400000000001,0
197.49,Credit,Online,53.0,Retired,30.0,1.0,5005.33,0
637.97,Debit,Branch,58.0,Retired,90.0,1.0,7949.03,0
13.519999999999982,Debit,ATM,26.0,Student,65.0,1.0,259.77000000000044,1
432.1,Debit,ATM,49.0,Engineer,240.0,1.0,2114.3,0
375.17,Debit,ATM,51.0,Engineer,66.0,2.0,5495.3,0
642.68,Debit,Branch,50.0,Doctor,94.0,1.0,8461.46,0
78.44,Credit,Online,52.0,Retired,292.0,1.0,6870.84,0
139.72,Debit,Branch,49.0,Engineer,201.0,1.0,5058.83,0
499.99,Debit,Branch,31.0,Engineer,296.0,1.0,8885.0,0
10.069999999999993,Debit,Online,24.0,Student,49.0,1.0,530.8099999999995,1
120.62,Debit,ATM,23.0,Student,85.0,1.0,9379.53,0
578.49,Debit,Branch,59.0,Retired,180.0,1.0,6475.13,0
119.30000000000001,Debit,Branch,34.0,Engineer,22.0,5.0,319.03999999999996,1
280.92,Debit,Online,41.0,Doctor,168.0,1.0,5298.85,0
42.420000000000016,Debit,Online,21.0,Student,102.0,1.0,490.5699999999997,1
77.03,Debit,ATM,67.0,Doctor,259.0,1.0,11310.27,0
22.589999999999975,Debit,ATM,62.0,Retired,45.0,1.0,3988.75,0
568.76,Debit,ATM,51.0,Retired,155.0,1.0,7484.32,0
25.939999999999998,Credit,Online,58.0,Retired,211.0,5.0,4815.11,0
105.94,Debit,Branch,51.0,Engineer,207.0,1.0,5963.1,0
733.29,Debit,ATM,52.0,Doctor,94.0,5.0,10427.0,0
350.15,Credit,ATM,21.0,Student,195.0,1.0,296.47000000000025,1
913.49125,Debit,ATM,65.0,Doctor,105.0,1.0,1100.0599999999995,0
183.67,Debit,Online,19.0,Student,238.0,1.0,910.2600000000002,1
278.27,Debit,Branch,29.0,Doctor,123.0,1.0,6684.34,0
470.3,Debit,ATM,40.0,Doctor,88.0,1.0,8524.09,0
261.69,Debit,ATM,53.0,Retired,84.0,1.0,5126.65,0
365.04,Debit,Branch,22.0,Student,94.0,1.0,873.8900000000003,1
211.1,Debit,Branch,57.0,Retired,136.0,1.0,7059.77,0
21.49000000000001,Debit,ATM,58.0,Doctor,240.0,1.0,11991.24,0
63.579999999999984,Debit,ATM,18.0,Student,199.0,1.0,8086.04,0
321.86,Debit,ATM,63.0,Doctor,167.0,1.0,12626.49,0
12.110000000000014,Debit,Branch,75.0,Retired,127.0,1.0,1730.2799999999997,0
642.54,Debit,Branch,44.0,Engineer,28.0,1.0,3143.17,0
210.45,Debit,ATM,27.0,Student,146.0,1.0,1242.4899999999998,1
313.65,Credit,Branch,55.0,Retired,173.0,1.0,1886.3599999999997,0
99.75999999999999,Debit,Branch,26.0,Student,131.0,1.0,416.8900000000003,1
115.32,Debit,Branch,53.0,Retired,113.0,1.0,5929.08,0
33.610000000000014,Debit,Online,23.0,Student,72.0,1.0,479.0799999999999,1
498.59,Credit,Online,33.0,Doctor,32.0,1.0,5862.99,0
98.81,Debit,Branch,27.0,Student,91.0,1.0,797.1000000000004,1
1.8700000000000045,Debit,ATM,65.0,Retired,147.0,1.0,7287.94,0
78.92000000000002,Credit,Online,59.0,Engineer,95.0,1.0,5624.86,0
194.29,Credit,Branch,39.0,Engineer,10.0,1.0,2988.41,0
28.730000000000018,Debit,ATM,53.0,Engineer,185.0,1.0,2712.96,0
105.53,Debit,Online,24.0,Student,88.0,1.0,1433.6599999999999,1
737.34,Debit,Online,30.0,Doctor,34.0,1.0,7336.56,0
237.86,Debit,ATM,18.0,Student,210.0,1.0,475.6300000000001,1
409.61,Debit,Branch,65.0,Doctor,89.0,1.0,11698.15,0
75.53,Credit,Online,21.0,Student,157.0,1.0,1034.35,1
72.75,Debit,ATM,64.0,Doctor,15.0,1.0,12042.79,0
39.110000000000014,Debit,Online,26.0,Student,143.0,1.0,518.54,1
913.49125,Debit,ATM,23.0,Student,139.0,1.0,1258.9300000000003,2
729.38,Debit,ATM,68.0,Doctor,90.0,1.0,9127.65,0
137.49,Debit,ATM,34.0,Engineer,50.0,1.0,4471.05,0
504.71,Debit,Online,29.0,Engineer,61.0,1.0,6214.54,0
371.47,Credit,Branch,24.0,Student,58.0,1.0,1187.04,1
430.35,Debit,Online,36.0,Doctor,205.0,1.0,354.89999999999964,0
230.32,Debit,Branch,35.0,Engineer,56.0,1.0,791.46,0
121.70999999999998,Debit,ATM,52.0,Retired,140.0,1.0,5878.89,0
98.87,Debit,Online,20.0,Student,179.0,1.0,533.1999999999998,1
117.55000000000001,Debit,ATM,24.0,Student,35.0,1.0,897.9400000000005,1
244.64,Debit,Branch,30.0,Doctor,103.0,1.0,9159.56,0
321.93,Debit,ATM,45.0,Engineer,12.0,1.0,4392.73,0
913.49125,Debit,Branch,58.0,Retired,11.0,1.0,1390.98,0
283.23,Debit,Online,40.0,Engineer,98.0,1.0,2008.77,0
346.65,Debit,Online,30.0,Engineer,60.0,1.0,6356.96,0
381.62,Debit,Online,64.0,Retired,164.0,1.0,6009.12,0
388.65,Debit,ATM,76.0,Retired,43.0,1.0,7896.85,0
29.22,Debit,ATM,24.0,Student,151.0,1.0,1649.4300000000003,1
46.75,Debit,Branch,67.0,Retired,150.0,1.0,2840.43,0
348.64,Debit,Online,57.0,Retired,128.0,1.0,3274.96,0
319.17,Debit,Online,73.0,Retired,81.0,1.0,6501.56,0
73.94999999999999,Debit,ATM,26.0,Student,76.0,1.0,363.9200000000001,1
389.63,Debit,Online,27.0,Engineer,99.0,1.0,9748.48,0
217.61,Debit,ATM,19.0,Student,45.0,1.0,1404.5299999999997,1
199.84,Debit,ATM,21.0,Student,150.0,1.0,706.4400000000005,1
56.349999999999994,Debit,ATM,44.0,Doctor,75.0,1.0,5095.73,0
248.95,Credit,Branch,65.0,Retired,29.0,1.0,3059.79,0
142.58,Debit,ATM,33.0,Engineer,145.0,1.0,7844.23,0
913.49125,Debit,ATM,28.0,Student,87.0,1.0,1119.6099999999992,2
84.34,Debit,Online,58.0,Retired,248.0,3.0,5313.97,0
